Incident Types,Reported Date,Nearest Populated Centre,Province,Company,Latitude,Longitude,Substance,Release Type,Significant,Year,Occurrence Date and Time,Discovered Date and Time,Detailed what happened,What happened category,Detailed why it happened,Why it happened category,Activity being performed at time of incident,How the incident was discovered,Closed Date,Pipeline or facility equipment involved,Rupture,Incident type,Released substance type,Released volume (m3),Pipe body release,Residual effects on the environment,Source of Explosion,Source of Fire,Activity at time of fatality,Number of fatalities,Type of Injury,Number of individuals injured,Country,Affects Company Property,Off Company Property,Affects Pipeline right-of-way,Affects off Pipeline right-of-way,Emergency Level,Equipment or component involved,Repair type,Repair date,Equipment or component has never been inspected,Type of most recent inspection,Most recent inspection part of the routine inspection program,No maintenance done on this equipment or component,Date of the most recent maintenance work for the failed equipment or component,Most recent maintenance Type
Fire,1/16/2015,Edmonton,Alberta,Enbridge Pipelines Inc.,53.5421,-113.3584,Not Applicable,Not Applicable,No,2015,2015/01/14 12:50:00 PM Mountain,2015/01/14 12:50:00 PM Mountain,"Substandard Acts, Using equipment improperly;Substandard Conditions, Inadequate preparation or planning","External Interference, Incorrect Operation","Job or system factors, Inadequate maintenance, Inadequate preventive, Adjustment or assembly;Job or system factors, Inadequate work standards, Inadequate development of standards, Procedures or practices or rules","Maintenance, Standards and Procedures",Construction,Employee / Contractor (Onsite),4/20/2018,No,No,Fire,,,,No,,Welding or Cutting,,,,,Canada,No,No,No,No,Level I,,,,No,,No,No,,
Operation Beyond Design Limits,1/9/2015,Bowmanville,Ontario,Trans-Northern Pipelines Inc.,43.94536,-78.661769,Not Applicable,Not Applicable,No,2015,2015/01/09 01:30:00 PM Eastern,2015/01/09 01:30:00 PM Eastern,"Damage or deterioration mechanism, Other Causes, Improper Operation;Substandard Acts, Servicing equipment in operation;Substandard Acts, Failure to identify hazard or risk;Substandard Conditions, Inadequate information or data","External Interference, Incorrect Operation","Personal factors, Lack of knowledge, Lack of experience;Job or system factors, Inadequate purchasing, Inadequate research on materials or equipment;Job or system factors, Inadequate purchasing, Inadequate specifications to vendors;Job or system factors, Inadequate tools and equipment, Inadequate assessment of needs and risks;Job or system factors, Inadequate tools and equipment, Inadequate standards or specifications","Human Factors, Inadequate Procurement, Tools and Equipment",Operation,Other Control System,1/10/2017,No,No,Operation Beyond Design Limits,,,,No,,,,,,,Canada,Yes,No,Yes,No,Level I,"Pipeline, Pipe, Body",,,No,,Yes,No,1/8/2015,Testing of Functionality
Release of Substance,1/26/2015,"Mattice, Ontario",Ontario,TransCanada PipeLines Limited,49.58574,-83.16674,Natural Gas - Sweet,Gas,No,2015,,2015/01/25 02:45:00 PM Mountain,"Damage or deterioration mechanism, Geotechnical Failure, Frost heave",Natural Force Damage,"Job or system factors, Inadequate engineering, Inadequate evaluation of changes",Engineering and Planning,Operation,Employee / Contractor (Onsite),5/1/2017,Yes,No,Release of Substance,Natural Gas - Sweet,0.01,No,No,,,,,,,Canada,Yes,No,No,No,Level I,"Station/Facility, Compression, Piping, Body",,,No,Visual,Yes,Yes,,
Release of Substance,1/31/2015,Dartmouth,Nova Scotia,Maritimes & Northeast Pipeline Management Ltd.,44.719151,-63.583774,Fuel Gas,Gas,No,2015,2015/01/31 01:45:00 PM Atlantic,2015/01/31 01:45:00 PM Atlantic,"Damage or deterioration mechanism, Equipment, Valve Seals or Packing",Equipment Failure,"Job or system factors, Inadequate engineering, Inadequate or improper controls",Engineering and Planning,Operation,Employee / Contractor (Onsite),1/19/2017,Yes,No,Release of Substance,Fuel Gas,1,No,No,,,,,,,Canada,Yes,No,No,No,Level I,"Station/Facility, Metering, Delivering, Valve, Pressure relief, Other (please explain)",,,No,Visual,No,No,12/18/2014,Repair
Operation Beyond Design Limits,2/4/2015,Edmonton,Alberta,Enbridge Pipelines Inc.,53.54305555,-113.3541667,Not Applicable,Not Applicable,No,2015,2015/02/01 05:00:00 PM Mountain,2015/02/01 05:00:00 PM Mountain,"Damage or deterioration mechanism, Other Causes, Control System Malfunction;Damage or deterioration mechanism, Other Causes, Improper Operation;Substandard Acts, Failure to follow procedure or policy or practice;Substandard Acts, Failure to identify hazard or risk;Substandard Acts, Failure to react or correct","Equipment Failure, Incorrect Operation","Job or system factors, Inadequate leadership and/or supervision, Unclear or conflicting assignment of responsibility;Job or system factors, Inadequate work standards, Inadequate monitoring of compliance ;Job or system factors, Inadequate work standards, Inadequate development of standards, Procedures or practices or rules;Job or system factors, Inadequate work standards, Inadequate communication of standards, Training","Inadequate Supervision, Standards and Procedures",Operation,SCADA,1/26/2017,Yes,No,Operation Beyond Design Limits,,,,No,,,,,,,Canada,Yes,No,No,No,Level I,"Station/Facility, Pumping, Valve, Pressure relief, Other (please explain)",,,No,Visual,Yes,Yes,,
Release of Substance,2/8/2015,Boyle,Alberta,NOVA Gas Transmission Ltd.,54.524331,-112.665961,Natural Gas - Sweet,Gas,No,2015,,2015/02/08 02:00:00 PM Mountain,"Damage or deterioration mechanism, Material Loss, External Material Loss",Corrosion and Cracking,"Job or system factors, Inadequate tools and equipment, Inadequate removal and replacement of unsuitable items;Job or system factors, Excessive wear and tear, Inadequate inspection and/or monitoring","Maintenance, Tools and Equipment",Operation,Scheduled Patrol,5/10/2016,Yes,No,Release of Substance,Natural Gas - Sweet,0.06,Yes,No,,,,,,,Canada,No,Yes,Yes,No,Level I,"Pipeline, Pipe, Girth weld",Replacement,2/10/2015,No,Inline Inspection (ILI),No,Yes,,
Release of Substance,2/15/2015,Taylor,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",56.1447,-120.6686,Water,Miscellaneous,No,2015,2015/02/13 12:00:00 AM Mountain,2015/02/13 10:00:00 AM Mountain,"Substandard Conditions, Weather Related, High winds;Substandard Acts, Improper placement","External Interference, Incorrect Operation","Job or system factors, Inadequate work standards, Inadequate development of standards, Coordination with process design",Standards and Procedures,Operation,Employee / Contractor (Onsite),10/17/2016,No,No,Release of Substance,Water,70,No,Yes,,,,,,,Canada,Yes,No,No,No,Level I,,,,No,,No,No,,
Release of Substance,2/26/2015,Goldboro,Nova Scotia,ExxonMobil Canada Properties,45.17170605,-61.61267605,Natural Gas - Sweet,Gas,No,2015,2015/02/24 07:20:00 PM Atlantic,2015/02/24 07:20:00 PM Atlantic,"Damage or deterioration mechanism, Equipment, Valve Seals or Packing",Equipment Failure,"Job or system factors, Inadequate leadership and/or supervision, Inadequate work planning or programming;Job or system factors, Inadequate maintenance, Inadequate preventive, Adjustment or assembly","Inadequate Supervision, Maintenance",Operation,Scheduled Patrol,2/7/2017,Yes,No,Release of Substance,Natural Gas - Sweet,396,No,No,,,,,,,Canada,Yes,No,No,No,Level I,"Processing Plant, Cooling",,,No,Visual,Yes,No,1/27/2013,Repair
Release of Substance,2/28/2015,Grand Prairie,Alberta,NOVA Gas Transmission Ltd.,55.0045,-119.472,Natural Gas - Sweet,Gas,No,2015,2015/02/27 05:50:00 PM Mountain,2015/02/27 05:50:00 PM Mountain,"Damage or deterioration mechanism, Material Loss, External Material Loss;Damage or deterioration mechanism, External Interference, Unknown","Corrosion and Cracking, External Interference","Personal factors, Physical or physiological stress, Oxygen deficiency;Job or system factors, Inadequate tools and equipment, Inadequate assessment of needs and risks","Human Factors, Tools and Equipment",Maintenance,Employee / Contractor (Onsite),11/1/2018,Yes,No,Release of Substance,Natural Gas - Sweet,0.1,Yes,No,,,,,,,Canada,Yes,No,No,No,Level I,"Pipeline, Pipe, Body",Removal,,No,Inline Inspection (ILI),Yes,No,2/27/2015,Repair
Explosion,3/2/2015,"Milden, Saskatchewan",Saskatchewan,Enbridge Pipelines Inc.,51.446646,-107.387472,Not Applicable,Not Applicable,No,2015,2015/02/27 04:00:00 PM Central,2015/02/27 04:00:00 PM Mountain,"Substandard Conditions, Inadequate or improper protective equipment;Substandard Conditions, Defective tools, equipment or materials",External Interference,"Job or system factors, Excessive wear and tear, Inadequate maintenance",Maintenance,Operation,Employee / Contractor (Onsite),2/3/2016,Yes,No,"Explosion, Interruption of Pipeline Operations",,,,No,Equipment & Electrical,,,,,,Canada,Yes,No,No,No,Level I,"Station/Facility, Pumping, Auxiliary device(s) (please explain)",,,Yes,,No,Yes,,
Release of Substance,3/3/2015,Glenboro,Manitoba,Enbridge Pipelines Inc.,49.539039,-99.288393,Natural Gas Liquids,Gas,No,2015,2015/03/03 09:14:00 AM Mountain,2015/03/03 09:14:00 AM Mountain,"Substandard Acts, Failure to communicate or coordinate;Substandard Conditions, Inadequate warning system;Substandard Conditions, Inadequate instructions or procedures","External Interference, Incorrect Operation","Job or system factors, Inadequate engineering, Inadequate evaluation of changes;Job or system factors, Inadequate communications, Inadequate communication between work groups ;Job or system factors, Inadequate work standards, Inadequate development of standards, Procedures or practices or rules","Engineering and Planning, Failure in communication, Standards and Procedures",Maintenance,Employee / Contractor (Onsite),11/17/2016,No,No,Release of Substance,Natural Gas Liquids,0.015,No,No,,,,,,,Canada,Yes,No,No,No,Level I,,,,No,,No,No,,
Fire,3/4/2015,Hardisty,Alberta,Enbridge Pipelines Inc.,52.49245275,-110.8520296,Not Applicable,Not Applicable,No,2015,2015/03/04 09:30:00 AM Mountain,2015/03/04 09:30:00 AM Mountain,"Substandard Acts, Using defective equipment;Substandard Acts, Failure to check or monitor;Substandard Conditions, Inadequate ventilation;Substandard Conditions, Inadequate instructions or procedures","External Interference, Incorrect Operation","Personal factors, Physical or physiological stress, Drugs;Personal factors, Lack of skill, Inadequate practice;Job or system factors, Inadequate leadership and/or supervision, Giving inadequate policy, procedure, practices or guidelines;Job or system factors, Inadequate leadership and/or supervision, Inadequate instructions, orientation and/or training;Job or system factors, Inadequate tools and equipment, Inadequate assessment of needs and risks;Job or system factors, Inadequate work standards, Inadequate development of standards, Procedures or practices or rules;Job or system factors, Inadequate work standards, Inadequate communication of standards, Training","Human Factors, Inadequate Supervision, Standards and Procedures, Tools and Equipment",Maintenance,Employee / Contractor (Onsite),4/20/2018,No,No,Fire,,,,No,,Equipment & Electrical,,,,,Canada,No,No,Yes,No,Level I,,,,No,,No,No,,
Fire,3/6/2015,Regina,Saskatchewan,Enbridge Pipelines Inc.,50.4837281,-104.59147,Not Applicable,Not Applicable,No,2015,2015/03/05 02:45:00 PM Central,2015/03/05 02:45:00 PM Central,"Substandard Acts, Improper placement",Incorrect Operation,"Personal factors, Lack of knowledge, Lack of experience;Personal factors, Lack of knowledge, Inadequate initial training;Personal factors, Lack of knowledge, Lack of situational awareness;Job or system factors, Inadequate leadership and/or supervision, Inadequate instructions, orientation and/or training","Human Factors, Inadequate Supervision",Construction,Employee / Contractor (Onsite),4/20/2018,No,No,Fire,,,,No,,Equipment & Electrical,,,,,Canada,No,No,No,No,Level I,,,,No,,No,No,,
Release of Substance,3/9/2015,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",55.573,-121.941,Contaminated Water,Miscellaneous,No,2015,2015/03/09 09:30:00 AM Mountain,2015/03/09 12:00:00 PM Mountain,"Substandard Acts, Failure to communicate or coordinate",Incorrect Operation,"Job or system factors, Inadequate work standards, Inadequate development of standards, Coordination with process design",Standards and Procedures,Maintenance,Employee / Contractor (Onsite),8/24/2017,Yes,No,Release of Substance,Contaminated Water,2,No,Yes,,,,,,,Canada,Yes,No,No,No,Level I,"Processing Plant, Sweetening (desulfurization)",,,No,,No,No,,
Release of Substance,3/9/2015,Taylor,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",56.1497,-120.6724,Propane,Gas,No,2015,2015/03/09 12:00:00 PM Mountain,2015/03/09 06:00:00 PM Mountain,"Substandard Conditions, Defective tools, equipment or materials",External Interference,"Job or system factors, Inadequate maintenance, Inadequate preventive, Cleaning or resurfacing",Maintenance,Operation,Other Control System,1/11/2017,Yes,No,Release of Substance,Propane,6.94,No,No,,,,,,,Canada,Yes,No,No,No,Level I,"Processing Plant, Storage",,,Yes,,No,Yes,,
Release of Substance,3/13/2015,Hardisty,Alberta,TransCanada Keystone Pipeline GP Ltd.,52.65396,-111.26847,Crude Oil - Sweet,Liquid,No,2015,2015/01/16 06:00:00 PM Mountain,2015/01/16 07:00:00 PM Mountain,"Damage or deterioration mechanism, Equipment, Valve Seals or Packing;Damage or deterioration mechanism, Other Causes, Improper Operation;Substandard Acts, Failure to follow procedure or policy or practice;Substandard Acts, Failure to identify hazard or risk;Substandard Acts, Failure to communicate or coordinate;Substandard Conditions, Inadequate instructions or procedures;Substandard Conditions, Inadequate preparation or planning","Equipment Failure, External Interference, Incorrect Operation","Personal factors, Lack of knowledge, Lack of situational awareness;Personal factors, Lack of skill, Inadequate review instruction;Job or system factors, Inadequate leadership and/or supervision, Inadequate instructions, orientation and/or training;Job or system factors, Inadequate engineering, Inadequate assessment of loss exposures;Job or system factors, Inadequate tools and equipment, Inadequate assessment of needs and risks;Job or system factors, Inadequate communications, Inadequate communication between work groups ;Job or system factors, Inadequate communications, Inadequate communication between shifts;Job or system factors, Inadequate communications, Inadequate communication methods ;Job or system factors, Inadequate communications, Inadequate communication due to job turnover","Engineering and Planning, Failure in communication, Human Factors, Inadequate Supervision, Tools and Equipment",Construction,Employee / Contractor (Onsite),2/3/2017,Yes,No,Release of Substance,Crude Oil - Sweet,2.3,No,Yes,,,,,,,Canada,Yes,No,No,No,Level I,"Pipeline, Valve, Gate, Body;Station/Facility, Pumping, Valve, Ball, Seal/Packing;Station/Facility, Pumping, Valve, Gate, Seal/Packing",,,No,Visual,No,No,,
Release of Substance,3/17/2015,Plum Coulee,Manitoba,Enbridge Pipelines Inc.,51.45,-107.3861111,Natural Gas Liquids,Gas,No,2015,2015/03/17 01:35:00 PM Central,2015/03/17 01:35:00 PM Central,"Damage or deterioration mechanism, External Interference, Third Party;Substandard Conditions, Weather Related, High winds;Substandard Acts, Failure to follow procedure or policy or practice;Substandard Conditions, Inadequate guards or barriers;Substandard Conditions, Congestion or restricted action;Substandard Conditions, Inadequate instructions or procedures","External Interference, Incorrect Operation","Personal factors, Mental or psychological stress, Preoccupation with problems;Personal factors, Lack of knowledge, Inadequate initial training;Personal factors, Improper motivation, Improper attempt to save time or effort;Job or system factors, Inadequate leadership and/or supervision, Inadequate work planning or programming;Job or system factors, Inadequate leadership and/or supervision, Inadequate identification and evaluation of loss exposures","Human Factors, Inadequate Supervision",Operation,Employee / Contractor (Onsite),12/20/2016,No,No,Release of Substance,Natural Gas Liquids,0.0005,No,No,,,,,,,Canada,No,No,No,No,Level I,,,,No,,No,No,,
Adverse Environmental Effects,3/20/2015,edmundston,New Brunswick,Twin Rivers Paper Company Inc.,47.361505,-68.32824,Not Applicable,Not Applicable,Yes,2015,2015/03/19 11:20:00 PM Atlantic,2015/03/20 01:30:00 AM Atlantic,"Damage or deterioration mechanism, Equipment, Valve Seals or Packing",Equipment Failure,"Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria",Engineering and Planning,Operation,3rd Party / Other Company,8/24/2017,No,No,Adverse Environmental Effects,,,,No,,,,,,,Canada,No,Yes,No,No,Level II,"Pipeline, Valve, Pressure relief, Flange, Gasket/O-ring",Replacement,3/20/2015,No,Visual,No,No,9/25/2014,Replacement
Release of Substance,3/30/2015,"Dryden, Ontario",Ontario,TransCanada PipeLines Limited,49.78942,-92.76552,Natural Gas - Sweet,Gas,No,2015,,2015/03/30 07:30:00 AM Mountain,"Damage or deterioration mechanism, Cracking, Fatigue",Corrosion and Cracking,"Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria",Engineering and Planning,Operation,Employee / Contractor (Onsite),11/10/2016,Yes,No,Release of Substance,Natural Gas - Sweet,0.1,No,No,,,,,,,Canada,Yes,No,No,No,Level I,"Station/Facility, Compression, Fitting, Other (please explain)",,,No,Visual,Yes,No,3/30/2015,Replacement
